id_cliente,monto_original,mora_202201,mora_202301
242,50000,1) 0 dias,1) 0 dias
243,50000,1) 0 dias,1) 0 dias
244,180000,1) 0 dias,1) 0 dias
245,30000,3) 30-60 dias,1) 0 dias
246,20000,1) 0 dias,1) 0 dias
247,250000,1) 0 dias,1) 0 dias
248,100000,1) 0 dias,1) 0 dias
249,330000,1) 0 dias,1) 0 dias
250,50000,1) 0 dias,1) 0 dias
251,50000,1) 0 dias,2) 0-30 dias
252,30000,1) 0 dias,1) 0 dias
253,140000,1) 0 dias,1) 0 dias
254,160000,1) 0 dias,1) 0 dias
255,400000,1) 0 dias,1) 0 dias
256,50000,1) 0 dias,1) 0 dias
257,140000,1) 0 dias,1) 0 dias
258,160000,1) 0 dias,1) 0 dias
259,100000,1) 0 dias,1) 0 dias
260,220000,1) 0 dias,3) 30-60 dias
261,510000,1) 0 dias,1) 0 dias
262,50000,1) 0 dias,1) 0 dias
263,160000,1) 0 dias,1) 0 dias
264,230000,1) 0 dias,1) 0 dias
265,80000,1) 0 dias,1) 0 dias
266,150000,1) 0 dias,1) 0 dias
267,10000,3) 30-60 dias,1) 0 dias
268,130000,1) 0 dias,1) 0 dias
269,40000,1) 0 dias,1) 0 dias
270,50000,1) 0 dias,4) 30-90 dias
271,100000,1) 0 dias,1) 0 dias
272,120000,1) 0 dias,1) 0 dias
273,260000,1) 0 dias,2) 0-30 dias
274,200000,1) 0 dias,1) 0 dias
275,360000,1) 0 dias,1) 0 dias
276,70000,1) 0 dias,1) 0 dias
277,460000,1) 0 dias,3) 30-60 dias
278,50000,1) 0 dias,1) 0 dias
279,50000,2) 0-30 dias,1) 0 dias
280,250000,1) 0 dias,1) 0 dias
281,30000,1) 0 dias,1) 0 dias
282,270000,1) 0 dias,1) 0 dias
283,180000,1) 0 dias,1) 0 dias
284,100000,1) 0 dias,1) 0 dias
285,230000,1) 0 dias,1) 0 dias
286,210000,1) 0 dias,1) 0 dias
287,210000,1) 0 dias,3) 30-60 dias
288,440000,1) 0 dias,1) 0 dias
289,100000,1) 0 dias,3) 30-60 dias
290,240000,1) 0 dias,1) 0 dias
291,280000,1) 0 dias,1) 0 dias
292,50000,1) 0 dias,2) 0-30 dias
293,30000,3) 30-60 dias,4) 30-90 dias
294,10000,1) 0 dias,1) 0 dias
295,130000,1) 0 dias,2) 0-30 dias
296,200000,1) 0 dias,1) 0 dias
297,120000,1) 0 dias,1) 0 dias
298,210000,1) 0 dias,1) 0 dias
299,280000,1) 0 dias,1) 0 dias
300,300000,1) 0 dias,2) 0-30 dias
301,100000,1) 0 dias,1) 0 dias
302,440000,1) 0 dias,1) 0 dias
303,50000,1) 0 dias,1) 0 dias
304,20000,1) 0 dias,1) 0 dias
305,200000,1) 0 dias,1) 0 dias
306,110000,1) 0 dias,1) 0 dias
307,500000,1) 0 dias,1) 0 dias
308,300000,1) 0 dias,2) 0-30 dias
309,30000,5) >90 dias,3) 30-60 dias
310,60000,1) 0 dias,1) 0 dias
311,400000,1) 0 dias,1) 0 dias
312,180000,1) 0 dias,1) 0 dias
313,20000,1) 0 dias,1) 0 dias
314,200000,1) 0 dias,1) 0 dias
315,100000,1) 0 dias,1) 0 dias
316,60000,1) 0 dias,1) 0 dias
317,110000,1) 0 dias,1) 0 dias
318,260000,1) 0 dias,2) 0-30 dias
319,50000,1) 0 dias,4) 30-90 dias
320,180000,1) 0 dias,2) 0-30 dias
321,110000,1) 0 dias,2) 0-30 dias
322,340000,1) 0 dias,1) 0 dias
323,50000,1) 0 dias,1) 0 dias
324,230000,1) 0 dias,1) 0 dias
325,360000,1) 0 dias,1) 0 dias
326,210000,1) 0 dias,2) 0-30 dias
327,220000,1) 0 dias,1) 0 dias
328,60000,1) 0 dias,3) 30-60 dias
329,340000,1) 0 dias,1) 0 dias
330,150000,3) 30-60 dias,3) 30-60 dias
331,200000,1) 0 dias,2) 0-30 dias
332,130000,1) 0 dias,1) 0 dias
333,60000,1) 0 dias,2) 0-30 dias
334,400000,1) 0 dias,2) 0-30 dias
335,20000,1) 0 dias,1) 0 dias
336,190000,1) 0 dias,1) 0 dias
337,260000,1) 0 dias,1) 0 dias
338,140000,2) 0-30 dias,1) 0 dias
339,50000,1) 0 dias,1) 0 dias
340,120000,1) 0 dias,1) 0 dias
341,240000,1) 0 dias,1) 0 dias
342,50000,1) 0 dias,1) 0 dias
343,200000,3) 30-60 dias,1) 0 dias
344,180000,1) 0 dias,1) 0 dias
345,180000,1) 0 dias,1) 0 dias
346,160000,1) 0 dias,1) 0 dias
347,100000,1) 0 dias,1) 0 dias
348,50000,1) 0 dias,1) 0 dias
349,140000,1) 0 dias,1) 0 dias
350,30000,1) 0 dias,1) 0 dias
351,90000,1) 0 dias,1) 0 dias
352,200000,1) 0 dias,2) 0-30 dias
353,380000,1) 0 dias,2) 0-30 dias
354,80000,1) 0 dias,1) 0 dias
355,50000,3) 30-60 dias,3) 30-60 dias
356,180000,1) 0 dias,1) 0 dias
357,240000,1) 0 dias,1) 0 dias
358,380000,1) 0 dias,1) 0 dias
359,110000,1) 0 dias,1) 0 dias
360,260000,1) 0 dias,1) 0 dias
361,500000,1) 0 dias,5) >90 dias
362,320000,1) 0 dias,1) 0 dias
363,50000,1) 0 dias,5) >90 dias
364,110000,1) 0 dias,2) 0-30 dias
365,230000,1) 0 dias,1) 0 dias
366,330000,1) 0 dias,2) 0-30 dias
367,50000,2) 0-30 dias,1) 0 dias
368,10000,1) 0 dias,1) 0 dias
369,300000,1) 0 dias,2) 0-30 dias
370,20000,1) 0 dias,4) 30-90 dias
371,180000,1) 0 dias,3) 30-60 dias
372,160000,1) 0 dias,1) 0 dias
373,90000,3) 30-60 dias,1) 0 dias
374,30000,1) 0 dias,1) 0 dias
375,180000,1) 0 dias,1) 0 dias
376,30000,1) 0 dias,1) 0 dias
377,30000,3) 30-60 dias,2) 0-30 dias
378,140000,1) 0 dias,1) 0 dias
379,210000,1) 0 dias,1) 0 dias
380,50000,1) 0 dias,1) 0 dias
381,130000,1) 0 dias,1) 0 dias
382,50000,1) 0 dias,3) 30-60 dias
383,140000,1) 0 dias,1) 0 dias
384,170000,1) 0 dias,1) 0 dias
385,80000,1) 0 dias,1) 0 dias
386,410000,1) 0 dias,1) 0 dias
387,80000,1) 0 dias,2) 0-30 dias
388,80000,3) 30-60 dias,1) 0 dias
389,150000,1) 0 dias,1) 0 dias
390,260000,1) 0 dias,1) 0 dias
391,350000,1) 0 dias,2) 0-30 dias
392,280000,1) 0 dias,2) 0-30 dias
393,310000,1) 0 dias,1) 0 dias
394,140000,1) 0 dias,1) 0 dias
395,360000,1) 0 dias,1) 0 dias
396,140000,1) 0 dias,1) 0 dias
397,100000,1) 0 dias,1) 0 dias
398,50000,1) 0 dias,1) 0 dias
399,210000,1) 0 dias,1) 0 dias
400,120000,3) 30-60 dias,3) 30-60 dias
401,240000,1) 0 dias,1) 0 dias
402,60000,1) 0 dias,1) 0 dias
403,150000,3) 30-60 dias,1) 0 dias
404,30000,1) 0 dias,1) 0 dias
405,160000,3) 30-60 dias,3) 30-60 dias
406,200000,1) 0 dias,1) 0 dias
407,120000,1) 0 dias,1) 0 dias
408,500000,1) 0 dias,2) 0-30 dias
409,320000,1) 0 dias,1) 0 dias
410,280000,1) 0 dias,1) 0 dias
411,60000,3) 30-60 dias,2) 0-30 dias
412,200000,1) 0 dias,1) 0 dias
413,230000,1) 0 dias,2) 0-30 dias
414,230000,1) 0 dias,2) 0-30 dias
415,480000,1) 0 dias,1) 0 dias
416,50000,2) 0-30 dias,1) 0 dias
417,200000,1) 0 dias,1) 0 dias
418,50000,3) 30-60 dias,1) 0 dias
419,50000,1) 0 dias,1) 0 dias
420,260000,1) 0 dias,2) 0-30 dias
421,30000,3) 30-60 dias,3) 30-60 dias
422,440000,2) 0-30 dias,1) 0 dias
423,230000,1) 0 dias,1) 0 dias
424,200000,1) 0 dias,3) 30-60 dias
425,490000,1) 0 dias,1) 0 dias
426,80000,1) 0 dias,1) 0 dias
427,20000,1) 0 dias,3) 30-60 dias
428,170000,1) 0 dias,1) 0 dias
429,70000,1) 0 dias,1) 0 dias
430,210000,1) 0 dias,1) 0 dias
431,90000,1) 0 dias,1) 0 dias
432,390000,1) 0 dias,1) 0 dias
433,110000,1) 0 dias,1) 0 dias
434,580000,1) 0 dias,1) 0 dias
435,360000,1) 0 dias,1) 0 dias
436,270000,3) 30-60 dias,2) 0-30 dias
437,60000,1) 0 dias,1) 0 dias
438,110000,1) 0 dias,1) 0 dias
439,50000,1) 0 dias,1) 0 dias
440,80000,1) 0 dias,1) 0 dias
441,50000,1) 0 dias,1) 0 dias
442,100000,3) 30-60 dias,1) 0 dias
443,30000,1) 0 dias,2) 0-30 dias
444,200000,1) 0 dias,1) 0 dias
445,240000,1) 0 dias,1) 0 dias
446,220000,1) 0 dias,1) 0 dias
447,160000,1) 0 dias,1) 0 dias
448,180000,1) 0 dias,1) 0 dias
449,200000,1) 0 dias,1) 0 dias
450,140000,1) 0 dias,1) 0 dias
451,380000,1) 0 dias,2) 0-30 dias
452,600000,1) 0 dias,3) 30-60 dias
453,260000,1) 0 dias,1) 0 dias
454,200000,1) 0 dias,1) 0 dias
455,80000,1) 0 dias,1) 0 dias
456,40000,1) 0 dias,1) 0 dias
457,130000,3) 30-60 dias,2) 0-30 dias
458,50000,1) 0 dias,1) 0 dias
459,230000,1) 0 dias,1) 0 dias
460,70000,1) 0 dias,1) 0 dias
461,180000,1) 0 dias,1) 0 dias
462,80000,1) 0 dias,1) 0 dias
463,290000,1) 0 dias,1) 0 dias
464,230000,1) 0 dias,1) 0 dias
465,170000,1) 0 dias,2) 0-30 dias
466,230000,1) 0 dias,1) 0 dias
467,220000,1) 0 dias,1) 0 dias
468,230000,1) 0 dias,1) 0 dias
469,500000,1) 0 dias,1) 0 dias
470,90000,1) 0 dias,1) 0 dias
471,390000,1) 0 dias,1) 0 dias
472,400000,1) 0 dias,1) 0 dias
473,180000,1) 0 dias,1) 0 dias
474,60000,3) 30-60 dias,2) 0-30 dias
475,120000,1) 0 dias,1) 0 dias
476,60000,1) 0 dias,1) 0 dias
477,50000,1) 0 dias,1) 0 dias
478,70000,1) 0 dias,1) 0 dias
479,500000,1) 0 dias,1) 0 dias
480,200000,1) 0 dias,1) 0 dias
481,250000,3) 30-60 dias,1) 0 dias
482,140000,3) 30-60 dias,1) 0 dias
483,70000,3) 30-60 dias,1) 0 dias
484,90000,3) 30-60 dias,2) 0-30 dias
485,100000,1) 0 dias,1) 0 dias
486,190000,1) 0 dias,1) 0 dias
487,230000,1) 0 dias,1) 0 dias
488,320000,1) 0 dias,1) 0 dias
489,220000,1) 0 dias,1) 0 dias
490,260000,1) 0 dias,1) 0 dias
491,90000,1) 0 dias,1) 0 dias
492,30000,1) 0 dias,3) 30-60 dias
493,260000,1) 0 dias,1) 0 dias
494,170000,1) 0 dias,1) 0 dias
495,80000,1) 0 dias,1) 0 dias
496,50000,1) 0 dias,1) 0 dias
497,200000,1) 0 dias,1) 0 dias
498,20000,1) 0 dias,1) 0 dias
499,250000,1) 0 dias,1) 0 dias
500,20000,1) 0 dias,1) 0 dias
501,30000,3) 30-60 dias,1) 0 dias
502,90000,3) 30-60 dias,2) 0-30 dias
503,230000,1) 0 dias,1) 0 dias
504,130000,1) 0 dias,1) 0 dias
505,30000,1) 0 dias,1) 0 dias
506,160000,1) 0 dias,1) 0 dias
507,500000,1) 0 dias,1) 0 dias
508,180000,3) 30-60 dias,1) 0 dias
509,80000,3) 30-60 dias,1) 0 dias
510,120000,1) 0 dias,1) 0 dias
511,130000,3) 30-60 dias,1) 0 dias
512,120000,1) 0 dias,1) 0 dias
513,360000,1) 0 dias,1) 0 dias
514,50000,3) 30-60 dias,3) 30-60 dias
515,20000,1) 0 dias,1) 0 dias
516,100000,1) 0 dias,1) 0 dias
517,70000,1) 0 dias,1) 0 dias
518,50000,1) 0 dias,1) 0 dias
519,10000,1) 0 dias,2) 0-30 dias
520,290000,1) 0 dias,1) 0 dias
521,30000,1) 0 dias,1) 0 dias
522,410000,1) 0 dias,2) 0-30 dias
523,360000,1) 0 dias,1) 0 dias
524,140000,1) 0 dias,1) 0 dias
525,210000,1) 0 dias,1) 0 dias
526,220000,1) 0 dias,1) 0 dias
527,20000,3) 30-60 dias,2) 0-30 dias
528,620000,1) 0 dias,3) 30-60 dias
529,360000,1) 0 dias,2) 0-30 dias
530,20000,1) 0 dias,1) 0 dias
531,50000,1) 0 dias,1) 0 dias
532,50000,1) 0 dias,1) 0 dias
533,10000,1) 0 dias,1) 0 dias
534,100000,3) 30-60 dias,3) 30-60 dias
535,50000,1) 0 dias,1) 0 dias
536,60000,1) 0 dias,1) 0 dias
537,440000,1) 0 dias,1) 0 dias
538,120000,1) 0 dias,1) 0 dias
539,50000,1) 0 dias,1) 0 dias
540,110000,3) 30-60 dias,2) 0-30 dias
541,200000,1) 0 dias,1) 0 dias
542,150000,1) 0 dias,2) 0-30 dias
543,30000,1) 0 dias,3) 30-60 dias
544,100000,1) 0 dias,1) 0 dias
545,360000,1) 0 dias,1) 0 dias
546,390000,1) 0 dias,1) 0 dias
547,220000,1) 0 dias,2) 0-30 dias
548,160000,1) 0 dias,1) 0 dias
549,230000,1) 0 dias,1) 0 dias
550,120000,1) 0 dias,1) 0 dias
551,100000,1) 0 dias,1) 0 dias
552,190000,1) 0 dias,1) 0 dias
553,50000,1) 0 dias,1) 0 dias
554,240000,1) 0 dias,2) 0-30 dias
555,40000,1) 0 dias,1) 0 dias
556,630000,1) 0 dias,1) 0 dias
557,160000,1) 0 dias,1) 0 dias
558,110000,3) 30-60 dias,1) 0 dias
559,20000,1) 0 dias,1) 0 dias
560,210000,1) 0 dias,1) 0 dias
561,270000,1) 0 dias,1) 0 dias
562,360000,1) 0 dias,1) 0 dias
563,60000,1) 0 dias,1) 0 dias
564,360000,1) 0 dias,1) 0 dias
565,390000,3) 30-60 dias,3) 30-60 dias
566,250000,1) 0 dias,1) 0 dias
567,90000,1) 0 dias,1) 0 dias
568,360000,1) 0 dias,1) 0 dias
569,50000,1) 0 dias,1) 0 dias
570,270000,1) 0 dias,1) 0 dias
571,200000,1) 0 dias,2) 0-30 dias
572,50000,1) 0 dias,1) 0 dias
573,350000,1) 0 dias,1) 0 dias
574,160000,1) 0 dias,1) 0 dias
575,80000,1) 0 dias,1) 0 dias
576,290000,1) 0 dias,3) 30-60 dias
577,270000,1) 0 dias,1) 0 dias
578,80000,1) 0 dias,1) 0 dias
579,50000,1) 0 dias,1) 0 dias
580,30000,1) 0 dias,1) 0 dias
581,30000,1) 0 dias,2) 0-30 dias
582,90000,2) 0-30 dias,1) 0 dias
583,160000,1) 0 dias,1) 0 dias
584,80000,1) 0 dias,1) 0 dias
585,50000,1) 0 dias,1) 0 dias
586,20000,3) 30-60 dias,1) 0 dias
587,220000,1) 0 dias,2) 0-30 dias
588,210000,1) 0 dias,1) 0 dias
589,130000,1) 0 dias,1) 0 dias
590,260000,1) 0 dias,1) 0 dias
591,230000,1) 0 dias,1) 0 dias
592,160000,1) 0 dias,1) 0 dias
593,50000,1) 0 dias,1) 0 dias
594,80000,1) 0 dias,1) 0 dias
595,110000,1) 0 dias,1) 0 dias
596,200000,1) 0 dias,1) 0 dias
597,360000,1) 0 dias,1) 0 dias
598,210000,1) 0 dias,2) 0-30 dias
599,80000,1) 0 dias,3) 30-60 dias
600,300000,1) 0 dias,1) 0 dias
601,310000,1) 0 dias,1) 0 dias
602,30000,1) 0 dias,1) 0 dias
603,170000,1) 0 dias,1) 0 dias
604,140000,3) 30-60 dias,3) 30-60 dias
605,180000,1) 0 dias,2) 0-30 dias
606,50000,2) 0-30 dias,2) 0-30 dias
607,50000,1) 0 dias,1) 0 dias
608,110000,1) 0 dias,1) 0 dias
609,450000,1) 0 dias,1) 0 dias
610,200000,1) 0 dias,1) 0 dias
611,220000,1) 0 dias,1) 0 dias
612,360000,1) 0 dias,1) 0 dias
613,50000,1) 0 dias,1) 0 dias
614,40000,1) 0 dias,3) 30-60 dias
615,190000,3) 30-60 dias,2) 0-30 dias
616,150000,1) 0 dias,1) 0 dias
617,200000,1) 0 dias,2) 0-30 dias
618,270000,1) 0 dias,1) 0 dias
619,60000,1) 0 dias,1) 0 dias
620,200000,1) 0 dias,1) 0 dias
621,150000,1) 0 dias,1) 0 dias
622,180000,1) 0 dias,1) 0 dias
623,90000,1) 0 dias,1) 0 dias
624,360000,1) 0 dias,2) 0-30 dias
625,90000,1) 0 dias,1) 0 dias
626,20000,1) 0 dias,1) 0 dias
627,70000,1) 0 dias,1) 0 dias
628,230000,1) 0 dias,1) 0 dias
629,30000,1) 0 dias,1) 0 dias
630,200000,1) 0 dias,1) 0 dias
631,100000,1) 0 dias,1) 0 dias
632,50000,3) 30-60 dias,1) 0 dias
633,20000,1) 0 dias,1) 0 dias
634,210000,1) 0 dias,1) 0 dias
635,110000,1) 0 dias,1) 0 dias
636,20000,1) 0 dias,1) 0 dias
637,50000,1) 0 dias,1) 0 dias
638,50000,1) 0 dias,1) 0 dias
639,400000,1) 0 dias,1) 0 dias
640,170000,1) 0 dias,1) 0 dias
641,280000,2) 0-30 dias,1) 0 dias
642,130000,1) 0 dias,1) 0 dias
643,210000,1) 0 dias,1) 0 dias
